mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
e6:53:5c:2a:e8:e2,-51.0,-63.0,-53.0,-55.0,-55.0,-52.0,-45.0,-46.0,-45.0,-48.0,AA,True
e6:53:5c:2a:e8:e2,-44.0,-48.0,-46.0,-44.0,-50.0,-46.0,-53.0,-53.0,-55.0,-47.0,AA,True
e6:53:5c:2a:e8:e2,-44.0,-51.0,-51.0,-56.0,-54.0,-52.0,-46.0,-50.0,-49.0,-50.0,AA,True
e6:53:5c:2a:e8:e2,-40.0,-45.0,-44.0,-41.0,-46.0,-43.0,-45.0,-46.0,-46.0,-51.0,AA,True
2e:ad:62:53:35:66,-50.0,-50.0,-50.0,-46.0,-49.0,-41.0,-33.0,-39.0,-45.0,-50.0,BA,True
2e:ad:62:53:35:66,-50.0,-57.0,-49.0,-47.0,-44.0,-37.0,-37.0,-48.0,-52.0,-46.0,BA,True
2e:ad:62:53:35:66,-57.0,-51.0,-48.0,-45.0,-57.0,-57.0,-43.0,-35.0,-52.0,-49.0,BA,True
2e:ad:62:53:35:66,-62.0,-63.0,-53.0,-54.0,-48.0,-49.0,-33.0,-44.0,-50.0,-49.0,BA,True
2e:ad:62:53:35:66,-60.0,-54.0,-52.0,-46.0,-49.0,-49.0,-37.0,-42.0,-50.0,-58.0,BA,True
2e:ad:62:53:35:66,-55.0,-52.0,-50.0,-53.0,-50.0,-45.0,-47.0,-47.0,-32.0,-53.0,BA,True
2e:ad:62:53:35:66,-53.0,-51.0,-48.0,-48.0,-46.0,-40.0,-37.0,-45.0,-48.0,-49.0,BA,True
2e:ad:62:53:35:66,-60.0,-49.0,-52.0,-52.0,-57.0,-41.0,-36.0,-50.0,-56.0,-49.0,BA,True
2e:ad:62:53:35:66,-57.0,-53.0,-59.0,-59.0,-50.0,-46.0,-40.0,-35.0,-49.0,-49.0,BA,True
2e:ad:62:53:35:66,-50.0,-58.0,-47.0,-46.0,-44.0,-38.0,-43.0,-43.0,-44.0,-39.0,BA,True
